stock_id,name,ticker,country,currency,sector,industry,sub_industry,beta,avg_daily_volume,side,posn_shares,cost_basis_local,market_price_local
1368,equity_1368,WDE,NLD,EUR,Industrials,Transportation,Railroads,0.498416377,4006,SHORT,-588,109.85,104.99
1369,equity_1369,SFN,GRC,EUR,Information Technology,Technology Hardware & Equipment,Semiconductor Equipment,1.372684272,949827,LONG,2024,153.64,145.42
1370,equity_1370,DRL,ESP,EUR,Consumer Discretionary,Hotels Restaurants & Leisure,Leisure Facilities,0.368301259,3624,LONG,1335,122.15,117.34
1371,equity_1371,PUF,GRC,EUR,Materials,Materials,Gold,1.33740908,7213631,SHORT,-5102,80.32,76.51
1372,equity_1372,TCQ,FRA,EUR,Industrials,Capital Goods,Industrial Conglomerates,2.92400739,326128,LONG,28590,14.92,14.74
1373,equity_1373,MPX,HKG,CNY,Industrials,Transportation,Airport Services,0.565371558,4272702,SHORT,-510,568.34,553.07
1374,equity_1374,HSE,USA,CAD,Consumer Discretionary,Retailing,Homefurnishing Retail,1.368113815,2114,LONG,1441,120.3,118.78
1375,equity_1375,IDJ,GBR,USD,Energy,Energy,Integrated Oil & Gas,2.201814186,352288069,LONG,40430,95.48,94.94
1376,equity_1376,RKJ,ESP,EUR,Consumer Staples,Food Beverage & Tobacco,Tobacco,1.007620556,49811,SHORT,-41407,56.67,53.92
1377,equity_1377,LYS,USA,USD,Financials,Real Estate,Office REITs,1.126257587,959637,LONG,42139,15.56,15.34
1378,equity_1378,HSC,RUS,USD,Materials,Materials,Diversified Chemicals,0.766293699,3918,SHORT,-1625,161.49,147.37
1379,equity_1379,KTT,AUS,AUD,Financials,Insurance,Multi-line Insurance,1.198843771,457002,LONG,189490,20.53,21.36
1380,equity_1380,KKS,JPN,JPY,Materials,Materials,Diversified Metals & Mining,1.077348312,64931,SHORT,-3860,14237.82,13961.5
1381,equity_1381,SEQ,HKG,CNY,Financials,Real Estate,Real Estate Development,1.26125389,10947273,LONG,1260,977.76,1020.51
1382,equity_1382,OFO,CHE,CHF,Information Technology,Technology Hardware & Equipment,Technology Distributors,2.250375017,17815536,SHORT,-1826,119.6,119.9
1383,equity_1383,WCW,HKG,HKD,Consumer Discretionary,Retailing,Automotive Retail,1.112509117,53187270,SHORT,-19981,187.54,186.06
1384,equity_1384,IFT,USA,USD,Industrials,Capital Goods,Aerospace & Defense,2.196409542,55977375,LONG,13494,108.16,105.41
1385,equity_1385,VZJ,CHN,CNY,Industrials,Transportation,Highways & Railtracks,1.205340738,325691,SHORT,-10974,581.58,597.83
1386,equity_1386,PPT,FIN,EUR,Consumer Staples,Food & Staples Retailing,Hypermarkets and Super Centers,0.778527267,15018,SHORT,-4878,99.7,96.42
1387,equity_1387,YPC,GBR,GBP,Energy,Energy,Oil & Gas Exploration & Production,0.898165187,33347,LONG,25602,13.72,15.19
1388,equity_1388,RQY,JPN,JPY,Information Technology,Software & Services,Home Entertainment Software,0.840635323,437,SHORT,-1162,5335.99,5135.6
1389,equity_1389,QPI,CAN,CAD,Financials,Insurance,Multi-line Insurance,1.975071919,18141,SHORT,-3714,118.61,119.18
1390,equity_1390,CWA,AUS,AUD,Financials,Real Estate,Real Estate Management & Development,1.556987428,178649846,SHORT,-20227,86.05,90.97
1391,equity_1391,WZG,CHN,CNY,Information Technology,Technology Hardware & Equipment,Technology Hardware Storage & Peripherals,1.698551369,2299376,SHORT,-270,1325.25,1259.05
1392,equity_1392,LMG,RUS,USD,Industrials,Transportation,Railroads,1.338047802,65078821,LONG,7499,23.91,24.06
1393,equity_1393,GBP,AUS,AUD,Financials,Insurance,Property & Casualty Insurance,1.248830593,2189034,SHORT,-11136,267.01,250.85
1394,equity_1394,KUZ,GBR,USD,Financials,Real Estate,Office REITs,1.817107343,11652,SHORT,-3502,54.38,57.33
1395,equity_1395,DFE,RUS,USD,Industrials,Transportation,Airlines,0.598548258,871342,SHORT,-1970,117.65,124.03
1396,equity_1396,KWX,CHE,CHF,Telecommunication Services,Telecommunication Services,Wireless Telecommunication Services,0.772554659,324702,LONG,2287,98.08,98.14
1397,equity_1397,ZZR,DEU,USD,Industrials,Commercial Services & Supplies,Environmental Services,0.289193237,6482195,SHORT,-674,122.05,119.24
1398,equity_1398,VUA,BRA,BRL,Consumer Staples,Food & Staples Retailing,Food Retail,1.333994595,241236,SHORT,-1568,426.43,405.95
1399,equity_1399,BYC,ITA,EUR,Consumer Discretionary,Retailing,Catalog Retail,1.302233445,8140,LONG,21488,85.15,86.43
1400,equity_1400,KZF,RUS,USD,Materials,Materials,Metal & Glass Containers,0.513640107,17023,LONG,46464,9.16,9.4
1401,equity_1401,NZW,ESP,EUR,Consumer Discretionary,Retailing,Department Stores,1.609679988,7928,SHORT,-16567,144.34,134.9
1402,equity_1402,GXR,GBR,USD,Consumer Discretionary,Retailing,Computer & Electronics Retail,1.573791276,3888,SHORT,-4239,111.43,107.2
1403,equity_1403,HEW,USA,CAD,Financials,Banks,Regional Banks,3.519518451,4294021,SHORT,-37666,213.08,200.47
1404,equity_1404,HXP,CAN,CAD,Financials,Real Estate,Specialized REITs,1.062421552,47141,LONG,7540,172.01,185.8
1405,equity_1405,GVH,GRC,EUR,Information Technology,Technology Hardware & Equipment,Electronic Equipment Manufacturers,3.69773261,1854,SHORT,-151,85.59,86.22
1406,equity_1406,DZQ,USA,CAD,Consumer Discretionary,Consumer Durables & Apparel,Photographic Products,1.369784333,2168124,SHORT,-799,224.94,228.07
1407,equity_1407,PHN,USA,USD,Information Technology,Technology Hardware & Equipment,Networking Equipment,1.671624745,7701,LONG,2188,96.13,104.22
1408,equity_1408,WQJ,USA,CAD,Information Technology,Technology Hardware & Equipment,Technology Hardware Storage & Peripherals,0.692382865,4081593,LONG,6234,122.96,124.95
1409,equity_1409,IMI,GBR,USD,Health Care,Pharmaceuticals & Biotechnology,Biotechnology,1.151288994,2082,SHORT,-777,135.56,122.26
1410,equity_1410,CFN,ESP,EUR,Industrials,Capital Goods,Heavy Electrical Equipment,0.690378907,36130234,LONG,20772,109.16,107.5
1411,equity_1411,USC,USA,USD,Industrials,Capital Goods,Aerospace & Defense,2.491677308,12649,LONG,4563,59.12,60.09
1412,equity_1412,WHT,HKG,HKD,Consumer Discretionary,Automobiles & Components,Tires & Rubber,1.187411331,247488,SHORT,-9008,381.54,362.97
1413,equity_1413,KCA,GBR,USD,Industrials,Commercial Services & Supplies,Commercial Printing,1.344793386,11058,LONG,2799,148.07,153.61
1414,equity_1414,FFE,GBR,GBP,Consumer Discretionary,Media,Movies & Entertainment,0.520912845,7914169,LONG,52506,15,16.23
1415,equity_1415,PSL,HKG,HKD,Materials,Materials,Steel,1.020704658,2225,LONG,1002,1324.75,1351.25
1416,equity_1416,HZY,GBR,GBP,Financials,Real Estate,Residential REITs,2.546383367,1126520,SHORT,-5490,55.31,60.61
1417,equity_1417,GQL,ESP,EUR,Information Technology,Software & Services,Systems Software,1.079656919,1393,LONG,3502,178.57,173.47
1418,equity_1418,KBX,CAN,CAD,Financials,Real Estate,Retail REITs,0.575240841,131204,SHORT,-61300,13.77,13.54
1419,equity_1419,FSW,GBR,USD,Materials,Materials,Diversified Chemicals,0.786831886,97775,SHORT,-2912,145.87,145.55
1420,equity_1420,FUA,JPN,JPY,Health Care,Pharmaceuticals & Biotechnology,Life Sciences Tools & Services,1.13939558,473081,SHORT,-174908,6566.58,6734.26
1421,equity_1421,HOA,ITA,EUR,Industrials,Capital Goods,Electrical Components & Equipment,0.581922838,8113,LONG,11042,78.24,80.6
1422,equity_1422,IZH,GBR,GBP,Health Care,Health Care Equipment & Services,Health Care Services,0.290051922,871,SHORT,-2495,16.46,18.82
1423,equity_1423,TBG,HKG,CNY,Consumer Staples,Food Beverage & Tobacco,Tobacco,1.017321194,7601641,SHORT,-107979,47.24,45.98
1424,equity_1424,KVZ,AUS,AUD,Consumer Staples,Food & Staples Retailing,Food Retail,1.506453216,2002288,SHORT,-1200,254.97,248.07
1425,equity_1425,OJT,BEL,EUR,Financials,Real Estate,Diversified Real Estate Activities,1.258320495,81492,LONG,31675,41.29,39.22
1426,equity_1426,ZCH,CHN,CNY,Health Care,Health Care Equipment & Services,Health Care Supplies,0.279352608,23732597,SHORT,-2390,537.9,536.02
1427,equity_1427,UDP,RUS,USD,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,2.081262945,131862,LONG,45567,84.72,91.38
1428,equity_1428,GFI,NLD,EUR,Consumer Discretionary,Retailing,Specialty Stores,1.124160207,1710295,LONG,4623,12.65,14.39
1429,equity_1429,YIZ,CHN,CNY,Financials,Real Estate,Real Estate Investment Trusts,2.237464794,387659,SHORT,-1126,792.47,824.44
1430,equity_1430,YHG,NLD,EUR,Information Technology,Technology Hardware & Equipment,Electronic Manufacturing Services,0.753669091,14400,LONG,2364,139.4,148.28
1431,equity_1431,VFY,NLD,EUR,Consumer Discretionary,Consumer Durables & Apparel,Apparel Accessories & Luxury Goods,0.605151762,161375,LONG,1108,93.64,94.68
1432,equity_1432,SMQ,CAN,CAD,Information Technology,Technology Hardware & Equipment,Communications Equipment,1.678053937,5511046,SHORT,-2347,190.97,201.09
1433,equity_1433,XVN,FIN,EUR,Industrials,Commercial Services & Supplies,Security & Alarm Services,3.151219177,4612725,LONG,3946,129.53,136.84
1434,equity_1434,KWP,CHN,CNY,Materials,Materials,Specialty Chemicals,1.019071306,7334343,LONG,857,42.17,39.7
1435,equity_1435,NSJ,GBR,GBP,Materials,Materials,Commodity Chemicals,1.759629159,1825,SHORT,-4420,5.25,4.98
1436,equity_1436,SUK,DEU,USD,Materials,Materials,Specialty Chemicals,2.497444832,2897,SHORT,-4160,10.19,10.84
1437,equity_1437,MAN,HKG,HKD,Consumer Discretionary,Retailing,General Merchandise Stores,1.423618396,93118,LONG,59041,496.36,508.56
1438,equity_1438,CTC,HKG,HKD,Consumer Staples,Food & Staples Retailing,Drug Retail,1.571160782,14562,SHORT,-197,1119.05,1072.16
1439,equity_1439,JTY,CHE,CHF,Information Technology,Technology Hardware & Equipment,Electronic Manufacturing Services,1.231788713,55917,SHORT,-1869,82.68,79.16
1440,equity_1440,FDG,RUS,USD,Financials,Insurance,Multi-line Insurance,1.800279371,83212,LONG,15923,178.4,174.7
1441,equity_1441,UZZ,FRA,EUR,Consumer Staples,Food Beverage & Tobacco,Packaged Foods & Meats,0.63953044,5806354,LONG,99197,52,52.73
1442,equity_1442,OJY,ESP,EUR,Telecommunication Services,Telecommunication Services,Wireless Telecommunication Services,0.784681945,284234,LONG,12694,152.25,157.01
1443,equity_1443,VKU,CHN,CNY,Information Technology,Technology Hardware & Equipment,Office Electronics,1.16844987,5435649,LONG,3097,736.24,709.72
1444,equity_1444,GCV,HKG,CNY,Materials,Materials,Aluminum,2.834017508,240,SHORT,-224,1061.99,1071.65
1445,equity_1445,FSV,ITA,EUR,Financials,Banks,Thrifts & Mortgage Finance,1.679561383,93735,SHORT,-11521,128.71,127.36
1446,equity_1446,IWH,CHE,CHF,Consumer Staples,Food Beverage & Tobacco,Packaged Foods & Meats,0.621380526,620914,LONG,14215,80.29,83.75
1447,equity_1447,ECZ,GRC,EUR,Consumer Staples,Household & Personal Products,Household Products,1.6619755,7805208,LONG,323290,29.95,28.84
1448,equity_1448,HWM,USA,USD,Consumer Discretionary,Retailing,Department Stores,1.233719122,6272465,LONG,12855,187.73,196.48
1449,equity_1449,ZBJ,BEL,EUR,Industrials,Commercial Services & Supplies,Commercial Printing,1.034129367,12094,SHORT,-207,53.02,53.71
1450,equity_1450,GTF,CHE,CHF,Materials,Materials,Fertilizers & Agricultural Chemicals,0.665526881,23221255,LONG,2658,52.8,55.59
1451,equity_1451,ERI,ESP,EUR,Consumer Staples,Food Beverage & Tobacco,Meat Poultry & Fish,1.123631333,26039,LONG,7624,167.18,159.77
1452,equity_1452,JHO,BEL,EUR,Financials,Insurance,Multi-line Insurance,0.987599936,35151,LONG,37751,13.8,14.45
1453,equity_1453,IEY,DEU,USD,Industrials,Capital Goods,Heavy Electrical Equipment,1.739643893,142367,SHORT,-12789,43.28,42.56
1454,equity_1454,MRU,JPN,JPY,Financials,Diversified Financials,Specialized Finance,0.644491184,89800,SHORT,-24820,16933.12,17073.72
1455,equity_1455,ZCJ,CHN,CNY,Information Technology,Technology Hardware & Equipment,Networking Equipment,0.666292482,307880,SHORT,-2275,852.59,769.25
1456,equity_1456,WPD,CHE,CHF,Industrials,Transportation,Trucking,0.469942711,1524633,SHORT,-8313,87.53,84.5
1457,equity_1457,CWM,GBR,GBP,Industrials,Capital Goods,Electrical Components & Equipment,0.747096268,30291579,LONG,27646,65.58,65.4
1458,equity_1458,SJC,GBR,GBP,Financials,Insurance,Property & Casualty Insurance,0.656769915,24257,LONG,5976,37.95,40.46
1459,equity_1459,AMP,AUS,AUD,Industrials,Transportation,Marine,2.029392538,363201597,LONG,43007,52.9,54.07
1460,equity_1460,SUP,FIN,EUR,Information Technology,Software & Services,Internet Software & Services,1.12783319,178300,LONG,2613,165.67,174.88
1461,equity_1461,QXR,USA,USD,Information Technology,Technology Hardware & Equipment,Technology Hardware Storage & Peripherals,1.548019321,21565,LONG,2884,40.23,43.23
1462,equity_1462,CNY,GBR,USD,Financials,Diversified Financials,Diversified Capital Markets,1.257963526,89934052,LONG,9329,153.57,195.96
1463,equity_1463,MKJ,HKG,CNY,Industrials,Commercial Services & Supplies,Research & Consulting Service,1.656747265,180201671,SHORT,-24919,183.59,200.56
1464,equity_1464,TQO,HKG,CNY,Consumer Discretionary,Retailing,Home Improvement Retail,0.590008072,6110,SHORT,-2316,659.24,623.17
1465,equity_1465,VPX,AUS,AUD,Information Technology,Technology Hardware & Equipment,Networking Equipment,2.003912821,326895,LONG,482,144.38,160.49
1466,equity_1466,TWP,DEU,USD,Industrials,Capital Goods,Heavy Electrical Equipment,1.336604296,8862442,LONG,6687,116.01,111.42
1467,equity_1467,OFE,CAN,CAD,Consumer Discretionary,Media,Broadcasting & Cable TV,1.75007666,6705990,LONG,6999,189.95,191.27
1468,equity_1468,HLE,CAN,CAD,Health Care,Health Care Equipment & Services,Health Care Facilities,1.101137396,23,LONG,69,204.27,209.4
1469,equity_1469,PVB,HKG,CNY,Consumer Discretionary,Consumer Durables & Apparel,Housewares & Specialties,0.918369727,167016,SHORT,-2939,1164.03,1079.72
1470,equity_1470,AMY,CHE,CHF,Financials,Banks,Regional Banks,1.20184384,12796,LONG,20817,166.02,176.71
1471,equity_1471,EIM,AUS,AUD,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,0.902049015,5153,SHORT,-10895,200.35,182.05
1472,equity_1472,WYC,JPN,JPY,Financials,Banks,Diversified Banks,1.049081297,1394,LONG,1596,16261.85,16126.09
1473,equity_1473,MXW,DEU,USD,Financials,Real Estate,Real Estate Operating Companies,2.616869841,239533830,SHORT,-24644,49.44,45.37
1474,equity_1474,XQL,NLD,EUR,Industrials,Commercial Services & Supplies,Research & Consulting Service,1.9720908,1759,SHORT,-2441,164.61,162.26
1475,equity_1475,RKM,FRA,EUR,Materials,Materials,Specialty Chemicals,0.681753084,24983,SHORT,-2539,59.49,62.37
1476,equity_1476,BUY,NLD,EUR,Materials,Materials,Fertilizers & Agricultural Chemicals,1.310207901,28153653,LONG,2948,156.32,166.81
1477,equity_1477,RYM,RUS,USD,Materials,Materials,Specialty Chemicals,0.33944098,29759,SHORT,-4284,154.37,155.79
1478,equity_1478,KDJ,AUS,AUD,Consumer Discretionary,Retailing,Internet Retail,0.637667917,422708,LONG,12121,19.62,19.34
1479,equity_1479,AFT,USA,CAD,Financials,Diversified Financials,Consumer Finance,0.882249381,75135,SHORT,-19690,117.24,121.88
1480,equity_1480,CDU,ITA,EUR,Consumer Discretionary,Hotels Restaurants & Leisure,Specialized Consumer Services,0.65547927,20378,LONG,1031,46.8,46.33
1481,equity_1481,DZK,RUS,USD,Information Technology,Technology Hardware & Equipment,Electronic Equipment Manufacturers,0.645662016,10105041,LONG,1164,119.21,117.71
1482,equity_1482,ODP,FRA,EUR,Industrials,Transportation,Marine,1.09061064,98275,LONG,14753,75.74,80.21
1483,equity_1483,BXM,USA,CAD,Utilities,Utilities,Multi-Utilities and Unregulated Power,0.580837373,12102,LONG,8456,175.62,170.13
1484,equity_1484,QPT,HKG,CNY,Health Care,Health Care Equipment & Services,Managed Health Care,1.639059194,390366,SHORT,-2312,200.61,182.93
1485,equity_1485,SCV,DEU,EUR,Financials,Real Estate,Retail REITs,0.622728438,558399,SHORT,-12208,99.02,103.11
1486,equity_1486,UDS,GBR,USD,Financials,Diversified Financials,Multi-Sector Holdings,0.750949138,5794,LONG,12373,141.5,143.57
1487,equity_1487,NUM,RUS,USD,Financials,Real Estate,Retail REITs,0.50957688,1844,SHORT,-1045,165.99,148.9
1488,equity_1488,JRU,GBR,USD,Information Technology,Technology Hardware & Equipment,Communications Equipment,1.251659775,10012124,LONG,1080,158.76,154.41
1489,equity_1489,VJF,GBR,GBP,Information Technology,Technology Hardware & Equipment,Communications Equipment,2.541470483,1541003,SHORT,-995,112.03,116.78
1490,equity_1490,XBP,CHN,CNY,Consumer Discretionary,Retailing,Department Stores,2.417647826,72103,LONG,7466,697.7,667.46
1491,equity_1491,JOP,USA,CAD,Industrials,Commercial Services & Supplies,Security & Alarm Services,3.178666778,60867,SHORT,-1079,219.48,206.32
1492,equity_1492,QSP,GRC,EUR,Consumer Discretionary,Media,Publishing,1.180046051,203736,SHORT,-2688,114.46,113.48
1493,equity_1493,BHD,GRC,EUR,Consumer Discretionary,Media,Broadcasting & Cable TV,1.225920265,7268,LONG,1268,147.24,162.3
1494,equity_1494,YKR,JPN,JPY,Consumer Staples,Food & Staples Retailing,Food Retail,1.57266467,17972,LONG,507,11342.05,10690.1
1495,equity_1495,USB,ITA,EUR,Consumer Staples,Food Beverage & Tobacco,Distillers & Vintners,2.207447312,5722,SHORT,-9624,114.22,115.07
1496,equity_1496,SUG,DEU,EUR,Financials,Insurance,Property & Casualty Insurance,1.421661824,5108,LONG,13384,61.88,65.35
1497,equity_1497,FMZ,HKG,HKD,Consumer Discretionary,Retailing,General Merchandise Stores,1.260576177,232614,SHORT,-21765,153.61,166.09
1498,equity_1498,CAL,GBR,USD,Consumer Discretionary,Consumer Durables & Apparel,Homebuilding,1.117132543,2662,LONG,6561,61.02,65.51
1499,equity_1499,TFD,JPN,JPY,Information Technology,Technology Hardware & Equipment,Semiconductors,0.636665891,15996668,LONG,1848,8584.31,8307.68
1500,equity_1500,AGD,USA,CAD,Consumer Discretionary,Hotels Restaurants & Leisure,Education Services,1.05841052,1637,SHORT,-1523,115.24,109.11
1501,equity_1501,UCR,HKG,CNY,Information Technology,Technology Hardware & Equipment,Technology Hardware Storage & Peripherals,0.631596459,976,SHORT,-1032,1205.63,1193.12
1502,equity_1502,BVY,FIN,EUR,Consumer Discretionary,Consumer Durables & Apparel,Home Furnishings,0.693424543,220018994,SHORT,-25183,12.74,12.69
1503,equity_1503,ANK,DEU,EUR,Information Technology,Technology Hardware & Equipment,Semiconductors,1.43048859,3566,SHORT,-819,105.11,101.16
1504,equity_1504,ICD,GBR,USD,Industrials,Commercial Services & Supplies,Diversified Support Services,0.896037486,10583,LONG,2359,177.37,181.96
1505,equity_1505,BHF,GBR,GBP,Information Technology,Technology Hardware & Equipment,Computer Storage & Peripherals,3.010775762,207,SHORT,-189,49.43,45.92
1506,equity_1506,TMV,HKG,CNY,Materials,Materials,Silver,0.919216044,86792,LONG,10788,108.06,109.55
1507,equity_1507,TNW,USA,USD,Information Technology,Technology Hardware & Equipment,Networking Equipment,0.715416987,4266,SHORT,-2047,146.87,146.29
1508,equity_1508,MSJ,DEU,USD,Health Care,Health Care Equipment & Services,Health Care Distributors,1.18043581,35737,LONG,1797,123.94,117.64
1509,equity_1509,YVK,CAN,CAD,Materials,Materials,Specialty Chemicals,1.117458854,34872300,LONG,3640,101.65,101.42
1510,equity_1510,UXA,FRA,EUR,Financials,Real Estate,Diversified REITs,0.648518349,15480,SHORT,-2899,177.51,169.07
1511,equity_1511,ZXV,HKG,CNY,Financials,Insurance,Life & Health Insurance,1.468559069,1309226,SHORT,-129287,149.52,153.89
1512,equity_1512,AGF,CHN,CNY,Industrials,Capital Goods,Industrial Machinery,1.396403741,1697,SHORT,-1370,1217.01,1229.34
1513,equity_1513,AVK,HKG,CNY,Energy,Energy,Oil & Gas Storage & Transportation,1.423427677,412000,SHORT,-25872,507.25,490.42
1514,equity_1514,TQP,ESP,EUR,Financials,Diversified Financials,Diversified Capital Markets,1.25405817,1444,LONG,3499,145.12,142.68
1515,equity_1515,EVI,NLD,EUR,Consumer Staples,Food & Staples Retailing,Food Retail,1.084550395,3174,SHORT,-946,156.36,144.78
1516,equity_1516,KSF,USA,CAD,Information Technology,Technology Hardware & Equipment,Semiconductors,1.237296905,376,SHORT,-920,230.19,233.63
1517,equity_1517,UIP,AUS,AUD,Financials,Diversified Financials,Other Diversified Financial Services,0.615238848,93734,SHORT,-11265,236.78,222.95
1518,equity_1518,YPF,HKG,HKD,Consumer Discretionary,Automobiles & Components,Auto Parts & Equipment,1.783717697,103050,SHORT,-918,1576.49,1497.8
1519,equity_1519,GGZ,BRA,BRL,Industrials,Commercial Services & Supplies,Office Services & Supplies,2.057190474,906837,SHORT,-7451,170.48,160.9
1520,equity_1520,WNI,DEU,USD,Financials,Insurance,Property & Casualty Insurance,1.294143735,193425,LONG,31386,80.02,83.22
1521,equity_1521,LRX,GBR,GBP,Information Technology,Technology Hardware & Equipment,Semiconductor Equipment,0.807892465,609690,LONG,369,133.37,122.38
1522,equity_1522,QUI,BRA,BRL,Industrials,Capital Goods,Aerospace & Defense,1.223881852,23544,LONG,4034,528.88,509.36
1523,equity_1523,VOD,CAN,CAD,Health Care,Health Care Equipment & Services,Managed Health Care,0.873600824,1675,SHORT,-902,138.33,142.21
1524,equity_1524,RWM,CHN,CNY,Health Care,Pharmaceuticals & Biotechnology,Biotechnology,0.896590978,76028,LONG,7430,637.62,612.73
1525,equity_1525,TDK,DEU,USD,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,0.554193045,1709154,SHORT,-54636,31.91,31.45
1526,equity_1526,SMF,FRA,EUR,Utilities,Utilities,Electric Utilities,0.445040353,27615,SHORT,-23039,90.33,79.96
1527,equity_1527,NKU,ITA,EUR,Financials,Diversified Financials,Investment Banking & Brokerage,3.46252474,8224708,SHORT,-4498,174.79,165.71
1528,equity_1528,YHA,FRA,EUR,Financials,Diversified Financials,Investment Banking & Brokerage,2.948909994,4709,LONG,3004,73.77,77.29
1529,equity_1529,DBP,FRA,EUR,Financials,Diversified Financials,Consumer Finance,1.65031648,32921,SHORT,-17150,129.8,127.81
1530,equity_1530,JVI,HKG,HKD,Industrials,Capital Goods,Construction & Farm Machinery & Heavy Trucks,1.063310593,15691,LONG,12487,747.01,729.72
1531,equity_1531,SCK,CHE,CHF,Information Technology,Technology Hardware & Equipment,Technology Hardware Storage & Peripherals,0.862714793,20129595,LONG,2062,129.04,141.87
1532,equity_1532,MFQ,BRA,BRL,Industrials,Capital Goods,Trading Companies & Distributors,0.82134834,955751,SHORT,-33180,208.29,215.43
1533,equity_1533,LHC,ESP,EUR,Information Technology,Software & Services,Internet Software & Services,1.309288807,3696,LONG,3329,25.91,26.88
1534,equity_1534,VVX,ITA,EUR,Consumer Discretionary,Media,Movies & Entertainment,1.973354917,25309984,LONG,8524,67.44,80.88
1535,equity_1535,UGJ,USA,USD,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,0.663079743,774550,SHORT,-10664,91.81,90.68
1536,equity_1536,JQN,RUS,USD,Utilities,Utilities,Gas Utilities,0.652292846,7120,LONG,12640,86.87,91.81
1537,equity_1537,GDK,USA,USD,Consumer Discretionary,Consumer Durables & Apparel,Footwear,0.870664091,71493,SHORT,-13772,42.94,39.86
1538,equity_1538,SUA,DEU,USD,Materials,Materials,Silver,1.269330727,1993,SHORT,-996,46.02,44.45
1539,equity_1539,ICL,DEU,EUR,Industrials,Capital Goods,Agricultural & Farm Machinery,1.840557763,249852126,SHORT,-27836,38.17,37.23
1540,equity_1540,QUF,GRC,EUR,Information Technology,Technology Hardware & Equipment,Computer Storage & Peripherals,2.050639546,1519,LONG,1160,150.41,153.23
1541,equity_1541,ULW,USA,USD,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,1.118818745,284301,SHORT,-440560,20.06,19.44
1542,equity_1542,EFB,BRA,BRL,Materials,Materials,Aluminum,0.849844041,346596,LONG,1735,413.85,407.08
1543,equity_1543,PQH,ITA,EUR,Consumer Discretionary,Consumer Durables & Apparel,Homebuilding,1.124990231,47249,SHORT,-8967,91.69,92.39
1544,equity_1544,QDA,ESP,EUR,Financials,Banks,Diversified Banks,0.976044039,627033,SHORT,-8813,177.69,166.43
1545,equity_1545,LJB,JPN,JPY,Financials,Banks,Thrifts & Mortgage Finance,0.938016909,7626954068,SHORT,-826100,805.83,820.13
1546,equity_1546,DQB,HKG,CNY,Financials,Real Estate,Mortgage REITs,0.918462794,4026491,SHORT,-2725,1105.64,1086.61
1547,equity_1547,NJQ,CAN,CAD,Financials,Real Estate,Office REITs,0.771930368,19755777,LONG,128956,23.62,23.08
1548,equity_1548,BAC,ESP,EUR,Consumer Discretionary,Consumer Durables & Apparel,Footwear,1.713067401,481588,SHORT,-588,102.98,114.11
1549,equity_1549,TUK,BEL,EUR,Materials,Materials,Specialty Chemicals,1.315908911,14663,LONG,1209,159.65,156.49
1550,equity_1550,XFH,HKG,CNY,Industrials,Transportation,Airport Services,1.769139282,201567,LONG,4491,1185.35,1223.45
1551,equity_1551,HYJ,RUS,USD,Financials,Diversified Financials,Specialized Finance,0.601501768,558657,SHORT,-14501,177.98,171
1552,equity_1552,ZWL,ESP,EUR,Financials,Diversified Financials,Consumer Finance,0.671367512,207255,LONG,3977,71.95,73.41
1553,equity_1553,NMR,CHN,CNY,Industrials,Commercial Services & Supplies,Data Processing Services,0.650516983,1853,LONG,825,911.47,937.56
1554,equity_1554,VGB,RUS,USD,Consumer Staples,Food Beverage & Tobacco,Distillers & Vintners,1.129639604,65518,SHORT,-4086,109.49,105.08
1555,equity_1555,DBA,CHN,CNY,Industrials,Capital Goods,Trading Companies & Distributors,1.108319504,4197,SHORT,-11084,1157.87,1098.77
1556,equity_1556,LEL,NLD,EUR,Telecommunication Services,Telecommunication Services,Integrated Telecommunication Services,1.26492878,48250251,SHORT,-5596,141.69,142.73
1557,equity_1557,QWG,GBR,GBP,Utilities,Utilities,Renewable Electricity,0.925635625,1707860,SHORT,-5693,159.37,146.68
1558,equity_1558,DLB,FIN,EUR,Financials,Real Estate,Diversified REITs,0.833640436,2624132,LONG,14984,143.49,131.55
1559,equity_1559,MKK,BEL,EUR,Materials,Materials,Fertilizers & Agricultural Chemicals,1.268729615,10502386,SHORT,-1966,116.17,111.62
1560,equity_1560,GUM,GBR,GBP,Industrials,Commercial Services & Supplies,Office Services & Supplies,1.312649809,60614,SHORT,-1875,123.91,126.95
1561,equity_1561,DGR,HKG,HKD,Industrials,Capital Goods,Construction & Farm Machinery & Heavy Trucks,1.496923466,19554,LONG,9115,217.91,223.07
1562,equity_1562,SCU,USA,USD,Financials,Diversified Financials,Diversified Capital Markets,0.820126559,4182,SHORT,-4221,101.32,103.2
1563,equity_1563,OKJ,RUS,USD,Materials,Materials,Diversified Chemicals,0.872292843,184885228,LONG,21727,17.41,16.83
1564,equity_1564,KTQ,DEU,EUR,Financials,Insurance,Multi-line Insurance,1.083012098,159205,LONG,18179,83.36,81.83
1565,equity_1565,YSD,FIN,EUR,Information Technology,Technology Hardware & Equipment,Communications Equipment,2.069732903,8180,SHORT,-4632,103.04,94.96
